id,label,tweet
6201,2,<user> <user> do you think the guinea pig was okay ? <emotion>
6202,1,<user> <user> a hour you are home and chillin and i am working pussy <emotion>
6203,1,<user> lmao fag
6207,1,<user> bitch pussy
6208,2,<user> <user> puppets like don will intentionally and forever cripple our people ability to unify a eco and political consensus
6209,2,<user> <user> i am referring to the second down put vick in slot play trash
6210,1,<user> <user> <user> god forbid ! she actually voted to give people affordable insurance rates that bitch tea bag
6211,2,<user> the worst terrorists are republican teabaggers
6212,2,<user> this guys company had best year ever under obama conservative teabaggers are scum
6213,0,<user> ur not sassy white trash change ur username
6214,1,<user> k bitch <url>
6215,1,<user> ok faggot <url>
6216,1,<user> and bullying ? i did not know u could bully over the internet ? and the bitch came at me so idk why u in my mentions bruh
6217,2,<user> <user> <user> yes true reagan was the first ike wouldnt while president and he was supreme allied commander
6218,2,<user> i do not understand it there trash cans dumpsters everywhere and if there not just wait till you go somewhere with one
6219,1,<user> yo girl whats yr potential ? i wanna retard it
6221,2,<user> btw happy birthday charlie ! get better soon !
6222,2,<user> <url> stay safe out there charlie
6223,1,<user> <user> the only place for a ho in the garden
6224,1,<user> pudding it right in her pussy
6225,1,<user> right in the fucking pussy
6226,2,<user> <user> <user> lax gun laws ? ur retarded there murder there bcuz no one can defend themselves only crooks have guns there
6227,1,<user> hey ! i m still on lambdamoo and it really is empty nobody to talk to except that asshole bird
6228,1,<user> feels like a video a band would pussy out on releasing thank god spiritualized is still around to make up for it all
6229,0,<user> learn how to type ya hillbilly
6230,1,<user> real girls like impress me bitch <emotion>
6231,1,<user> <user> bailey is gettin pussy
6232,0,<user> <user> humans are evil man cutting tusks of these beautiful animals so chinks think the get a hard on
6233,1,<user> i am on my way to the gym already but thx bitch
6234,1,<user> <user> so when a certain season comes around it time to be a hoe
6235,2,<user> <user> chris stop your angry bird spitting n dana go hail ur racial tendicies u did not infor carter n u never talk abt him
6236,2,<user> <user> <user> now jimmy want to talk trash would have should have could ve now chris stop talking and spitting !
6238,1,<user> <user> and you are a hoe
6239,1,<user> bitch where you goin ?
6240,1,<user> bitch where you going ?
6242,1,<user> k bitch niggas
6243,1,<user> being a stupid bitch apparently
6244,1,<user> <user> <user> <user> indeed i did nigga is too over used so i use nigger
6245,2,<user> diaval gets a pass by virtue of mostly being a bird
6246,2,<user> last year i had to explain why queer theory is the acceptable academic term
6247,1,<user> bitch <emotion> yeah it was me caught me red handed sorry <user>
6248,2,<user> merry christmas hun ! <emotion> <emotion> <emotion>
6249,1,<user> <user> <user> fuck olive that bitch
6250,1,<user> <user> bitch look like she gon blow away fr !
6251,2,<user> nd you kno how much i love clams lol
6252,2,<user> you kno i love stuffed clams bai
6253,0,<user> do not stop now half breed i am just starting to learn about what makes you a dumb ass
6254,1,<user> they already have are you retarded ?
6255,1,<user> <user> crazy bitch why
6256,1,<user> are you sure you ain t colored ?
6257,1,<user> lol i do not got nothin against nobody witta man i am just sayin summa these hoes be lying
6259,1,<user> ayy might as well get fat hoes do not even like abs nomo they like balla bellys
6260,1,<user> <user> <user> bitch no u not u look like a full breaded cracker
6261,1,<user> <user> <user> yea native and black proud then a bitch
6263,1,<user> and how is that what i am suppose to go for the team who beat us that retarded
6264,1,<user> really u use in another nigga name and u follow a nigga who does not fucking like you your a faggot kok eyed mother fucker
6265,1,<user> then bitch how about u go read wtf i put then
6266,1,<user> i never played halo too busy slaying bitches
6267,0,<user> probs that fag vhia
6268,1,<user> dgaf hoe
6269,0,<user> do i have to repeat myself u white trash
6270,1,<user> i would not know cause i do not fuck with these hoes
6271,1,<user> lol its hoe bitch ass
6272,1,<user> that hoe over there
6273,1,<user> boi that tmi for these hoes
6274,1,<user> <emotion>
6276,2,<user> only if its yellow cake and chocolate frosting
6277,0,<user> he looks like a pretty dyke <emotion> <emotion>
6278,2,<user> kept the border open to disease from central america lowest workforce part since carter yep a real boon to nc <user>
6279,0,<user> <user> <user> all u can pull is the fucking retard
6280,1,<user> <user> <user> my bitch does not even know you so wtf r u talking about nigga stop fucking dreaming
6281,0,<user> <user> <user> yo fat ugly ass could not even pull the ugly bitch in the school
6282,1,<user> <user> <user> <user> somebody who that much of a moron and a pussy does not belong on the force
6283,2,<user> did you make an animal cracker taco
6284,1,<user> is it full of niggers
6285,1,<user> <user> <user> <user> lmao that hoe look like <emotion>
6286,1,<user> <user> <user> <user> naw he should drop that bitch off in south dallas with the rest of the homeless dogs
6287,1,<user> <user> <user> <user> tell me this nigga ain t purple then a bitch nigga not black <url>
6288,1,<user> <user> <user> mammy push you out and had a white baby like a bitch
6289,1,<user> <user> <user> <user> big bro thought he was on house party pajama jam like a bitch <url>
6290,1,<user> like bitch and a gram
6291,1,<user> lol i would have beat that hoe up
6292,1,<user> yeah man all my niggas dipped to the cars and left and i was in a barn getting chased by the ghetto bird
6293,1,<user> young thug ain t earn his strips yet lol just a few 2 k14 bangers wiz can do dat cuz he not a lil nigguh of the rap game lol
6294,1,<user> <user> <user> i just do not wanna get looked at funny when i say nigger in public
6295,1,<user> <user> basically any foams over a <number> ugly all dem bitches look big long an floppy nh
6296,1,<user> <user> <user> <user> the nerve of these hoes
6297,1,<user> baker planted an m <number> in that bitch when white guy lights the wick <emotion>
6298,1,<user> monkey and his cigarette he dead serious <emotion>
6299,1,<user> <user> so you was in a female dms talking to another nigga you are a faggot b
6300,1,<user> <user> tell me how that sounds stupid ? you were pretending to be a female and talking to a guy you a faggot
6301,1,<user> <user> what do you mean nice try ? i am right nigga you a faggot if you wanna argue bout anything else continue
6302,1,<user> your bitch in houston
6303,1,<user> my boy said this last night i will be in the gym bc i refuse to be sloppy like these bad built bitches lol
6304,1,<user> oh bitch ! i just saw your instagram post and i screamed
6305,1,<user> rate my hoe <user>
6306,1,<user> that hoe suck
6307,1,<user> i learned from the great asia torres <emotion> take notes bitch <emotion> <emotion>
6308,1,<user> eew bitch get out of my car
6309,1,<user> <user> see dis what happens when a colored man move into <user> neighborhood he ain t been sick fo <number> days
6310,0,<user> <user> it a nice way of callin you all honkies
6311,1,<user> <user> and i really be thuggin wtf i look like hanging around some lil chipotle jamba juice ass bitches ” like <emotion> <emotion> <emotion> <emotion> <emotion> <emotion>
6312,2,<user> is he chunky ?
6313,2,<user> you are hairy like a monkey p
6314,1,<user> home of that one hoe katrina
6315,1,<user> shuddup hoe
6316,1,<user> ion have a fb niggas on twitter ain t worried about me and them ig nigga foe everybody so try again <emotion> my bffl got the hoes
6317,1,<user> fuckin bitches talkin shit bout to get hit
6318,1,<user> shoulda came to my family dinner tonight we talked about shitting and negros
6319,2,<user> i ain t never orderin from no colored pizza stow
6320,1,<user> i see da dayd presidents coz my bitches and hoes be makin money day way
6321,1,<user> <user> im going to miss that big nig
6322,1,<user> lol all the kids that act redneck in oviedo
6324,2,<user> <user> monkey look just like you !
6325,1,<user> bad ass bitch !
6326,2,<user> i am trash
6327,2,<user> honky tonk badonka ankh
6328,1,<user> lmaoo boy how you think benny heard it lol i was blasting that bitch
6329,1,<user> yea ima spin on yo hoe at about <number> after <number>
6330,1,<user> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> bitch you outta line
6331,1,<user> <user> <user> r u still talking smh bitch idgaf what u is stfu talking to u just going around circles
6332,1,<user> <user> fuck up hoes meaning stfu hoes lol <emotion>
6333,1,<user> <user> fuck up hoes !
6335,1,<user> <user> <user> <user> top notch bitches
6336,1,<user> if you are concerned about how much your lady makes then that some bitch shit to me and you need your ego stroked
6337,2,<user> <user> i see so you feel betrayed your racism comes out shocked you did not call him uncle tom you bitter loser
6339,1,<user> ok hoe
6340,1,<user> <emotion> <emotion> <emotion> yas bitch do not have too much fun
6342,2,<user> you are not funny trash
6343,1,<user> by not being an unloyal retard
6344,2,<user> that hoser eh to you <url>
6345,1,<user> whatchu gon do bout it bitch
6346,1,<user> i swear this is just disgraceful like a bitch line a really be dry all day i will only get emails from pacsun ! <emotion> <emotion>
6347,1,<user> allah can kiss my ass ! and yes muhammed was a bitch ! just like osama binladen !
6348,0,<user> i am going to blame the black man since they always blame whitey i am an equal opportunity hater
6349,1,<user> <user> <user> my name is ollie bitch
6350,1,<user> pau pissed me off like boozer pissed off bulls fan <number> soft faggots
6351,1,<user> simmons acted like a bitch when doc left for la <emotion> <emotion>
6352,2,<user> the last planet of the apes with my kids it been a minute
6353,1,<user> it twitter that what folks do same folks be mad when someone calls them a nigger on here
6354,2,<user> nice lie teabagger just because you want to see it does not make it real like reagan was a conservative another huge lie
6355,0,<user> <user> to <user> get past boot camp and go active a few years see what we really do daily you liberal pussy
6356,2,<user> i also recommend 6 pack of shiner bock and <number> hours of brisket duty at the pit feeding oak coals <emotion>
6357,1,<user> thank you so much it was a bitch move of her to pull but thank you <emotion>
6358,1,<user> <user> fuck my tight pussy until i am dripping wet
6359,1,<user> haha you bitch <emotion> really tho it will be good to catch up yo ! it was pretty fun last time we chilled
6360,1,<user> yo nig your a cheeseball
6361,1,<user> ouf you will see pussy
6362,1,<user> karma a bitch bruhh
6363,1,<user> i do not fight bitchez they bitch during it to much
6364,0,<user> eat shit nigga bitch turd bag dick beetle
6365,1,<user> not a bitch that for sure
6366,1,<user> ur a cunt nd a wish a was a faggot
6367,1,<user> <user> no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me
6368,1,<user> retard alert
6369,1,<user> playas fuck up too lmao but that like on trash forreal you a crazy one i see <emotion> <emotion> <emotion>
6370,1,<user> that spear chucker ? hell no
6371,1,<user> <user> i blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan
6372,1,<user> <user> <user> we should play together soon i have been playing with random faggots but it fun
6373,1,<user> at least put a caption when stealing the pic fag lol
6374,1,<user> looks ghetto as fuck
6375,1,<user> and 4 th my guinea pig will haunt you
6376,2,<user> i am not a trash talker brah i am polite and diplomatic on and off the court
6377,1,<user> he is a pussy an would not show up bro
6378,1,<user> do it you pussy
6379,1,<user> shut up and miss you too fag
6380,2,<user> you can not see it but i am flipping you the bird
6382,1,<user> hotter than a pussy in a pepper patch who makes this shit up anyways ?
6383,1,<user> lemme cheer you up bitch
6384,1,<user> let us hang out nigger
6385,2,<user> <user> <user> or if we pick you up in sc and take you with us nip to cr
6386,2,<user> weird to see a local yokel journalist get worked up enough to take such a pointed side though thought they were impartial
6387,1,<user> i do not care if it a saying calling someone a bitch is still calling someone a name
6388,1,<user> ok i will sink to your level you are a special kind of bitch are not you ? <user>
6389,1,<user> <number> knew he was gettin pussy later <number> he yakked <number> you look stoned as hell <url>
6390,1,<user> fucking bitch
6391,1,<user> lmao fucking bitch ima whoop you like a did yesterday but i am trying to update the roster you down ?
6392,1,<user> <user> it that puff pass it porn up on the tablet run up to bitch with assless chaps swearing that i am catholic
6393,0,<user> nigga who bitch u fucking cracker get your gay ass out my mentions
6394,1,<user> bad bitches only ?
6395,1,<user> all the real gangsters knoww nate aint never loved no hoe
6396,1,<user> monkey dong
6397,1,<user> <user> bitch you subtweeted him
6398,1,<user> <user> <user> fuck yeah and hot big blk boots this scally lad would get it
6399,2,<user> on that 4 th down incompletion both the slants looked like better options shame but there ’ a youth and lack of trust going on
6400,1,<user> i am dumb then a hoe haha i already lost that thing ya gave me today <emotion>
6401,1,<user> haha them hoes only go hard when a nigga stoned lol
6402,1,<user> them bitches smell like my farts i been holdin in since 5 th grade
6403,1,<user> too bad bitch ! you in this shit forever <emotion> <emotion>
6404,1,<user> uhh no bitch i never overplayed itv
6405,1,<user> yeah some niggas are straight bitches
6406,1,<user> yeah but your the one who wanted followers you gotta work it bitch
6410,1,<user> dykes are not even human tbh like what empowered them to dress like a man but like bitches ? some alien shit
6411,1,<user> if bitches tryna step to us <url>
6412,2,<user> that why i am partially glad that i have to say hi ho kermit the frog here to slip into my kermit voice well
6413,1,<user> same bitch as lol
6414,1,<user> <user> you all tryna fuck my bitch after the game or nah ?
6415,0,<user> <user> <user> all racist ntx trash w <user> all hate to see this particular man in wh n not the butler
6416,1,<user> <user> yeah if you get in trouble its less than a <number> percent chance that its a mistake so you are a fucking retard
6417,2,<user> hey teabagger bohner said he got <percent> of what he wanted in sequester you sound like a moron when everyone knows you are lying
6418,1,<user> <user> <user> they do why else do teachers constantly bitch about pay ?
6419,1,<user> you got all the bitches though
6420,1,<user> <user> she said it ok if u let ur man punch u in ur pussy as long as he makes u cum ?
6421,1,<user> he scared of pussy
6422,1,<user> nice profile pic fag
6423,1,<user> i am always a call away if ya need me nigs
6424,1,<user> because its retarded lol jk were the same
6425,1,<user> ehh it was tough but yeah lol jk of course niglet
6427,0,<user> so terms like honkey cracker peckerwood and stereotypes of white people fucking their kids and sisters is not racist ? sweet !
6428,1,<user> pussy put yo ass to sleep now i am calling you nyquil
6429,2,<user> <user> no way ! i am on a dude you are fat diet twinkies are the devil so are breakfast tacos i miss breakfast tacos <emotion>
6430,1,<user> do not be a pussy ! just talk to her more and be more of a friend so it does not seem as hard
6431,1,<user> bare ass me again i cunt hear you
6432,1,<user> aye hoe
6433,1,<user> eff dem hos
6434,2,<user> it totally does smells like brownies every day i walk to work
6435,2,<user> bird hats every other hat
6436,2,<user> the bird has a hat so it hats on hats who can beat that ?
6437,2,<user> find a new hillbilly ! spirit week !
6438,2,<user> <user> in fact were i to start a for profit university this would be the sole requirement for graduation !
6439,2,<user> ha ! i am actually going to see a yankee game as weird as it sounds my uncle house in nj is an hour away
6440,2,<user> we could get matching burner phones and be ghetto fab for a few months
6441,1,<user> <user> jessica i am not afraid to slit your throat tomorrow
6442,1,<user> <user> the fuckin pussy makes fun of people all day on the radio someone calls him a creep and he blocks them
6443,0,<user> <user> <user> bernstine is chi sox jew fag
6444,1,<user> <user> like i said pussies
6446,1,<user> <user> bitch <emotion>
6447,1,<user> <user> long tittie no nipple havin ass bitch
6448,1,<user> <user> at least that one dude had the guts to me if you do not like my opinion qquit being a bitch and keep scrolling <emotion>
6450,1,<user> ima call you of a different number cuz moms still on sum hoe shit
6451,1,<user> <user> <user> joey r u a retard its about the defense and we only allow an avg of like <number> point so u really need to
6452,0,<user> <user> <user> thats just me rooting against a team i hate not banwagoning u retard u have a different favorite
6453,1,<user> ill fucking merk a bitch dude dont fuck with me
6454,1,<user> ur welcome u bitch
6455,2,<user> <user> the minute those red n yellow for rent signs go up the reg ppl start selling n move
6456,0,<user> i love racism ! blame whitey for everything ! now that you mention it ! i bet the white man put the desert tortoise on bundy ranch
6457,1,<user> fuck it hoes will be hoes
6458,1,<user> please no more like that snob elissa rich bitches suck !
6459,1,<user> you better of called that kid a pussy !
6462,2,<user> how are you argie ?
6463,1,<user> <user> <user> bitch what huh nigga am not gonna do damn thing sir this my page oh what u forgot
6464,1,<user> <user> <user> shut yo cracker jack buck teeth ass am a native and a nigga the best kind
6465,2,<user> <user> me or nat ? ! <emotion> <emotion> def not me with that shiner
6466,2,<user> have heard some hillbilly grumblings that bugs worse in recent years because of mic shutdown
6467,1,<user> xbox live fags
6468,1,<user> you are also a better little bitch
6469,2,<user> blue cheese crackers intrigues and repulses me at the same time
6470,0,<user> <user> <user> <user> <user> oh shut up faggot get a disease overused on twitter
6471,1,<user> that my nig nog
6472,1,<user> bitch i am starving !
6473,1,<user> <user> bitch yes i make girls mad <emotion> <emotion>
6474,1,<user> <user> <user> you could not handle iowa pussy here kitty kitty kitty <url>
6475,2,<user> <user> stegosaurus hissed like a snake pterodactyl sounded like a crow t rex like a cross between a parrot and an elephant
6476,1,<user> <user> let these hoes be great
6477,1,<user> lmfao i am tryna see how many hoes i can lure in
6478,2,<user> my guy is a maine coon and a total cuddle bum every one that i have ever met has been super friendly
6479,1,<user> fag lol
6480,1,<user> <user> <user> getting his ass pounded and loving it ! i am done with this gay whiney bitch next
6481,1,<user> for real lil bitch
6482,1,<user> i understand why everyone loves pussy
6483,1,<user> can a quote this and tag a bitch
6484,1,<user> only bad bitches in roe r u and <user>
6485,0,<user> <user> <user> its retarded
6486,2,<user> also nack which autocorrect changed so i am putting my phone in the trash and going to sleep
6487,1,<user> honestly fuck whoever agreed with this bitch ass nigga your never going to get to tupac level
6489,1,<user> i understand but stop venting on this bitch you give to much insight in to your life and these people do not deserve that
6490,1,<user> <user> and why would i want my girl to stand up for me if im the man you are a bitch for letting her do that
6491,1,<user> i swear you straight up bitch
6492,1,<user> and your an annoying ass fuck boy he could of still meet up and fight somwhere else u can shut that bitch shit up fuck boy
6493,1,<user> bitch where u be fuck nigga
6494,1,<user> bitch you look like one of the characters off of sesame street which yo ugly ass
6495,1,<user> nigga what bitch i am talking bout boxing can u read ?
6496,1,<user> so wtf u tryna do bitch ?
6497,1,<user> that nigga ain t no fucking champ he a straight up bitch who not bout shit bitch made !
6498,1,<user> your mama raised you as bitch right
6499,1,<user> your so fucking ignorant u talk a lot shit for someone who do not wanna fight your mama raised u as bitch huh ?
6500,1,<user> your a stupid little cunt i thought you could not get any lower but how dare you spit on people on your own fucking fans
6501,1,<user> have fun getting deported you fucking faggot
6502,1,<user> nice wigger stache
6503,1,<user> oh i forgot you retarded lol lemme break it down for you where the bg hoes at lmao
6504,2,<user> god bless you whitey i be sleepin in tomorrow
6505,1,<user> <user> <user> <user> <user> <user> <user> quit being a bitch
6506,1,<user> oh what hoe is she trippin bout then
6507,1,<user> <user> i put lotion on bitch ass nigga
6508,1,<user> we got a win my nicca ! lmao
6509,1,<user> ok they have <number> niggers in raw
6510,2,<user> lol then they have one more flavor i think it yellow idk but yea there bomb
6512,1,<user> he triesto cause drama between people he said that you called me a bitch and i know you didnt hahahaaha
6515,2,<user> yeah one called me a race traitor lol
6516,1,<user> well i know you like it when children are murdered kind of weird you would be such a little bitch about a twitter list
6517,1,<user> he said ready bitch okay lmfao so done !
6518,1,<user> tell yo bitch to stop calling me fam ! <url>
6519,1,<user> then send them bitches through express mail overnight delivery
6520,1,<user> aha your welcome niggah <emotion>
6521,1,<user> dont even trip my niggah i got you lol
6522,1,<user> just look for the realest niggah on rosecrans that be me lol
6523,1,<user> my niggah my niggah lol
6524,1,<user> niggah you dont know me ! lol you dont know my life aha
6525,1,<user> i can not help but notice you attempting to avoid acknowledging your very hairy pussy
6526,1,<user> oh no no no you are perpetually in the <percent> your hairy pussy tho different story
6527,1,<user> your pussy not mine <emotion> do you <emotion>
6528,2,<user> aka he wanna keep you warm shoulda just introduced himself coons
6529,2,<user> let the coons be great it in the dream
6530,0,<user> u gotta slow down these coon hrs all they know is love n hip hop lebron and fake love quotes
6532,2,<user> do not judge me monkey
6533,1,<user> i am not a nig <emotion>
6534,1,<user> shine bright like a bad bitch
6535,1,<user> hoes gon be hoes so so i could not blame tammy
6536,2,<user> stink should shut his hole and just perform his tricks like a good trained monkey
6537,1,<user> of the washington post to call the president ignorant i ask you racist angry bitter bitch look in the mirror !
6538,1,<user> bitch please i will go to windsor either way when i come up i can bring some also 🇮 🇹
6539,1,<user> nah this bitch dykey
6540,1,<user> i know all the bitches love me <emotion>
6541,1,<user> ha bitch i know <emotion>
6542,1,<user> if you can not stand the heat get out of the kitchen gratata swag bitch <emotion>
6543,1,<user> holy fuck thank you i hate bitches that just fuck their ex then their boyfriend then back to back like damn call you peace pipe
6544,1,<user> trust me after i tweeted that i was like damn im a fag
6545,1,<user> bitch back up i am taken
6546,1,<user> <user> no but if you dare i will slay your ass you fruity quaffing tranny
6547,1,<user> its funny and it has that blond bitch on it
6548,2,<user> hey now there no need for foul language you kike
6549,1,<user> hey fuk them hoes they prolly already have it
6551,2,<user> then who are you to call me trash <emotion>
6552,1,<user> yep i am an asshole oh well he should not be such a little bitch i am sure he hears worse on a daily basis
6553,1,<user> suck ass bum ass yankees foh
6554,2,<user> poor coon snow stopped here now if the wind would it might be nice out well for winter
6555,1,<user> haha pussy
6556,1,<user> <user> i know bitch
6557,1,<user> bitch and if they wasnt <emotion> <emotion>
6558,1,<user> bitch this shit is so funny <emotion> <emotion> <emotion>
6559,1,<user> bitch you looked surprised asf <emotion> <emotion> yo mama let you drive her shit <emotion> <emotion> <emotion>
6560,2,<user> like some of the worst lyrics they post are beautiful but just because they do not know what they are talking about it trash
6561,0,<user> <user> do not forget nappy headed butt ugly bitch who married to a muslim
6562,2,<user> that the beauty of them brownies i always daydream about what i d do if i hit the powerball lol nerdy but fun
6563,1,<user> only dumb bitches r in 8 th
6564,1,<user> bring it bitch
6565,0,<user> nah dude mostly just sound like a faggot
6566,1,<user> safe bruv welcum to twitter my niggur
6567,1,<user> <user> <user> wrong skiny girls are for guys that want hot sex that looks good too every fat bitch knows that
6568,2,<user> is not there a law that all clam chowder must be served im bread bowls ? haha
6569,1,<user> ruga bussed yo bitch bow bow
6570,1,<user> duh ! you are my main bitch <emotion>
6571,2,<user> its pretty easy actually i am just the cashier right now i am eating those animal crackers lolol <emotion>
6572,1,<user> what time is your bonfire saturday hoe ?
6573,1,<user> hey that guy has the same first name that i do ! what a fag
6574,1,<user> fag <emotion>
6575,1,<user> moderator wants to bitch slap romney so hard
6576,1,<user> got bitches that look like bulldogs instead lol
6577,1,<user> quit ya hating you oyster lookin ass bitch
6578,2,<user> nope got lucky some washing on the slopes gonna make it a little rough combining but feeling very fortunate today
6579,2,<user> <emotion> <emotion> shy glizzy
6580,0,<user> i know im so kidding some of bet is funny i love when blacks call eachother ignorant and niggers makes me not have to
6581,1,<user> bitch what time
6582,1,<user> <user> nigga stop being a bitch and come to the high school you already said yes
6583,1,<user> <user> no the fuck it does not it a fucking song wtf r u talking about yes the fuck i can bitch
6584,1,<user> <user> plz come down here im really sick of your bitch ass talking shit plz come down here it going to be <number> on <number>
6585,1,<user> <user> <user> no am just letting you what going to happen am not like u pussy ass niggas from plano
6586,1,<user> <user> <user> bitch i been in plano every fuck weekend and you make excuses stfu and fight
6587,1,<user> <user> <user> bitch how tf am dumb your going off what someone else told you so u can shut that shit up
6588,1,<user> <user> <user> bitch that next year come on the weekend
6589,1,<user> <user> <user> but yo scary ass do not want to see me tho stfu talking am u know where i be at pussy boy
6590,1,<user> <user> <user> u fucking trailer trash
6591,1,<user> <user> <user> naw really bitch i mean yo address
6592,1,<user> <user> <user> bitch keep talking
6593,1,<user> <user> bitch what where you all be at come to town east mall u and your bitch fuck boys
6594,1,<user> <user> then bring yo bitch ass to town east mall let me know when u there bitch !
6595,1,<user> <user> then bring your bitch ass to town east bitch
6596,1,<user> <user> u call me dumb but u speak on shit u do not know nothing about yea look who fucking talking retard
6597,1,<user> <user> where you all be at oh we going fight come to town east bitch
6598,1,<user> <user> yea it very true bitch
6599,0,<user> <user> <user> so why the fuck are still talking shit you acting like a pussy ass nigga
6600,1,<user> how u going to talk shit from another state that dat pussy shit
6601,1,<user> i heard your mama raised you like bitch
6602,1,<user> i said your name bitch so yes you fuck boy
6603,1,<user> lmfao and i am making more money then yo duck ass bitch i from dallas tx born and raised and we back our shit up all day nigga
6604,1,<user> no am real but you a pussy ass nigga so why would i give a fuck what u think lmao just stfu
6605,1,<user> no that what u think i just do not like pussy boys who run they mouth but they can not back they words up
6606,1,<user> no the fuck it not bitch what the real fucking address get that bitch out yo blood and tell me the address
6607,1,<user> am done are acting like a little bitch my <number> year old nephew realer then your scary ass sunset is not a time u dumb fuck
6608,1,<user> am going to hurt more then your bitch ass feelings
6609,1,<user> and stop being a bitch made nigga and man up and show up for that ass whooping
6610,1,<user> and who said i did not like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly
6611,1,<user> and why would i care what a bitch ass nigga think and u do not understand how fucking scary u look
6612,1,<user> and you got that pussy in your bllod
6613,1,<user> bitch i do not wanna talk i wanna fight your pussy ass
6614,1,<user> bitch i have a phone stfu talking do not worry about me just make sure you show up
6615,1,<user> bitch am not i really do not fucking like you why the fuck are you even talking to me ?
6616,1,<user> bitch am not your fam and wtf is skrong who says shit like that get your wack ass off my page lamo
6617,1,<user> bitch cause u wanted to fight and you did not show up and tryna make a bet and shit get yo friendly ass off my twitter
6618,1,<user> bitch did not we just discuss this shit yesterday what time faget
6619,1,<user> bitch get the fuck off my tl what u mean
6620,1,<user> bitch go get a life before i block your lame ass
6621,1,<user> bitch let us fight today where you at or are you going to bitch up again i think your going to bitch up again
6622,1,<user> bitch meet up
6623,1,<user> bitch that says traffic stop bitch stop making excuses
6624,1,<user> bitch u a thot oh fake ass nigga box up hoe u not bout nothing
6625,1,<user> bitch u describe both of those terms
6626,0,<user> bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
6627,1,<user> bitch what ? i did show up then i tweeted dm texted then called u and i asked u were tryna meet up bitch ur fucking weak
6628,1,<user> bitch what ? no it must of flew over u head cuz u did not show up at plano senior high school in plano tx fuck boy
6629,1,<user> bitch who fucking playing but you and how would u know what i smoke i do not fuck with friendly ass niggas
6630,1,<user> bitch who playing am not worried about you or your little faget ass friends at vines i know niggas at vines to so wtf u say
6631,1,<user> bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy
6632,1,<user> bitch you are not funny stfu talking to me what part of that do you not understand ?
6633,1,<user> bye bitch
6634,1,<user> catch them hoes on saturday meet me at plano senior high
6635,1,<user> ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy !
6636,0,<user> here let me say it more clearly since your retarded ass do not understand
6637,0,<user> how would u know if i do not fuck with you ? exactly you do not wtf i got shut your retarded ass up
6638,1,<user> i swear u a fuck nigga u a scary little bitch u think this a game huh ?
6639,1,<user> idgaf what your name is scary ass give me a real address hoe
6640,1,<user> is that all you have to say you sound like a little bitch nagging and shit where u be at
6641,1,<user> keep talking i am going to make when u can not talk u going to be talking like a retard
6642,1,<user> lets settle this and fight stop being a pussy
6643,0,<user> lmao why ur dad raised u to be a bitch made nigga
6644,1,<user> meet up then and stop hitching out and back your words up pussy
6645,1,<user> mfka what ok bitch we going to see your a funny mother fucker
6646,1,<user> naw my fam aint no bitch made niggas gtf off my shit fuck nigga im not your fam oh friendly ass nigga
6647,1,<user> nigga i was there at <time> i went to go get my homeboy and i texted u at <time> naw u a bitch
6648,1,<user> nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch
6649,1,<user> nigga u just called me a bitch last time i check im a fucking nigga get out there and ill show u what a real fight like
6650,1,<user> nigga what i was talking bout after school or when ever your choice bitch
6651,0,<user> oh am i lame but yo pussy ass did not show up the fuck u talking bout oh scary ass white boy
6652,0,<user> oh but i am and my grades say other wise so u can stfu and get off my twitter or u can box simple ass that pussy boy
6654,1,<user> pussy nigga it the same term
6655,1,<user> restricton g means your license been revoked stop making excuses you a straight up bitch
6656,1,<user> sorry do not know what to tell you but to get your pussy ass off my twitter
6657,1,<user> u can bring that bitch to
6658,1,<user> u can have a tool bet u want shoot it tho pussy ass nigga but u can not through dem hands tho
6659,1,<user> u feel like dumb ass do not u pussy boy
6660,1,<user> u going to get dropped bitch im a fucking nigga who got a fucking dick
6661,1,<user> u made me drive all the way to plano then wanna bitch out
6662,1,<user> u want me to panda express so someone can break up the like fuck stick to plan and go to plano get that bitch out your blood
6663,1,<user> u will see it on saturday and if u do not show up then your a bitch made nigga pussy ass nigga
6664,1,<user> umm you sure the hoes i talk to are not ugly
6665,1,<user> wtf r u talking about i was in plano tx what r u talking about pussy boy
6666,1,<user> wtf u think u ole pussy ass nigga
6667,1,<user> yes bitch your a fucking square
6668,1,<user> you dumb fuck that not a fucking full address you dumbass i do not live in plano so how the fuck would i know retard
6669,0,<user> your so fucking retared its not even funny bitch im going to sleep u
6670,0,<user> <emotion> <emotion> alright fag what about this ? <url>
6671,1,<user> home fag did not feel like puttin up with your shit today
6672,1,<user> i slid in your dms so answer me bitch !
6673,2,<user> <user> do not you mean crowd not crows
6674,1,<user> <user> im pretty sure she a bad bitch in other words shawty a dime
6675,1,<user> <user> <user> i was implying you we are the bro and them two aint nothin but lil hoes c mon now i or you kim
